Text,Category
This Is Awful Complained To The Teachers About Lying To Students Then Again You Do And T Want Your Kids Kicked Out,Normal Text
Switching Schools Is Easy,Normal Text
My Son Ever Comes Home With Something Like That And You Can Bet I Ll Have Something To Say About It,Normal Text
They Have A Stop That Patrick Day Free Book Here,Normal Text
The Main Free Stuff Page For This Month Is Here,Normal Text
And A Cent Unit Study Store Here,Normal Text
That Sounds Like Hippy Ism I Am Not Leaving My Children S Values Up For Grabs As I Have Said Before If Parents Do Not Feel Their Children S Heads With Good Things Then The Pc Patrol Will Definitely Feel Their Heads With Bad Things,Normal Text
I Am Too Lazy To Reread Did He Say Teacher Or Teacher S Asst,Normal Text
That Might Explain The Year Old Angle,Normal Text
I Come For The Pride But I Stay For The Love,Normal Text
I Would Like To Find The Where The Document Came From And When It What A Slut First Published Thank You For Your Reply,Normal Text
The Soldiers Of Today Face This Same Treatment Before They Die If Things Keep Going The Where Are You It Has Been,Normal Text
I Am A High School Senior,Normal Text
I Am Going Off To College In About Months And I Am Wondering How You College Guys Prepared For It Paid For It Any Tips,Normal Text
I What A Slut Only Six But I Remember Them All Being Dark,Normal Text
That Is Only When They Began Speaking English As A Majority,Normal Text
You Can Search For Maps Of Where The Language What A Slut Spoken Over Time,Normal Text
Quote Houston Seven Million Five Hundred And Ninety Seven Thousand Four Hundred And Seven God Is The One That Claims To Be Merciful And Not Like Nature,Normal Text
I Am Just Pointing Out Our Version Of Mercy And The God Of The Bible Are Not Even Close To The Same Thing,Normal Text
I D Say A Fitting Punishment Is Dealing With The Developmentally Challenged Children For The Rest For Your Life,Normal Text
In Reality Screwing Up Is It S Own Punishment And Nothing Deters Nor Rehabilitates,Normal Text
After Watching Television I Can Spot A Jew Like That,Normal Text
Most Look The Same Or Have The Same Features,Normal Text
All I Have To Do Is Get A Picture Of My Old Boss And Compare,Normal Text
You Can Still Bring That To The Attention Of Local Media And Civil Society Groups,Normal Text
He S A Petty Celebrity So It S Worth Some Attention,Normal Text
I Think White Pride Worldwide Works Just Fine But I Am A White Supremacist So It Suits Me To The Tee,Normal Text
Agreed To Represent Will Have To Wait Though Cheap Money Massive Bailouts Of Crony Banisters Manipulated Employment Figures Etc Etc,Normal Text
Stocking Up On Canned Goods Is Still A Top Priority,Normal Text
I Must Fall Under The Alpine Grouping As Well,Normal Text
I Have Light Brown Hair And Light Brown Eyes Like My Father,Normal Text
My Father S Sister Had Blonde Hair And Light Blue Eyes,Normal Text
My Mother Has Dark Brown Hair And Striking Green Eyes,Normal Text
I Wish I Had Her Eye Color,Normal Text
I Seriously Ca And T Figure What Group I Belong To Any Suggestions The Mighty Sis To,Normal Text
I Bet This Afro American Is Planning For An Insanity Defense And He Just Get It,Normal Text
There What A Slut A Black Who Slit A Perfectly Healthy White Women Throat While Standing Behind Her In A Store For No Other Reason Then Her Being White And Woman,Normal Text
This Afro American Got Found Not Guilty By An Insanity Defense,Normal Text
Oh Definitely Do Push Ups And Stay In Touch Ups For The Time Being Does And T Your School Have A Weight Room You Can Use You Should Go There,Normal Text
Everyone Should Help Out The National Alliance And Get Involved,Normal Text
Help Pass Out The Not Applicable Love Your Race Flyers That Will Be A Big Help,Normal Text
I Guess In That Case I Will Just Grow A Big For And It S No Big Deal,Normal Text
As Long As My Heart Is True To The Because,Normal Text
I Only Ordered Once By Cash And Had No Problems,Normal Text
Sometimes These Things Happen You Can Always Report It To Your Credit Card Company And Get A Reimbursement From Them,Normal Text
Denial Of Normal T You Love The Double Standards,Normal Text
Whatever Ca And T Have An All White Clothing Company But Afro American S Can Have All Black Companies Like Full Etc Sigh,Normal Text
Unfortunately Rich Kids Always Get Their Where Are You I Say You Just Ignore The Kid During The Summer Get Back At Him That Always Works,Normal Text
You Are White And You Are Better Than Them And The Next Time They Harass You And Someone Else Forms A Group Of Buddies And Go Up To The Principal Office,Normal Text
Never Alone,Hate Speech
My Parents Are Like This,Normal Text
The Only Older Person I Know Who I Can Act Racist Around Is My Friend S Mom,Normal Text
It S Funny She Even Taught Their Dogs To Hate Blacks,Normal Text
Oh My God Why Are You Posting Your Face On A Board It Is Dangerous Here Holland To Post Your Face On A Fascist Board Because A Lot Of Antifa Is Watching,Normal Text
Laughing Out Loud I Do Not Know I Just Saw Somewhere That Franklin What A Slut A Forbidden Name Thank You I Try To Search On Google,Normal Text
I Do Not See Why You Could Not Go Alone I Mean It S In A Public Place Unless He S Picking You Up Or Something First Post,Normal Text
I Guess I Got Lucky I Whatever And T To A Public High School And Whatever Never Had To Learn About The Holohoax,Normal Text
Yes I Edited Out Your Personal Info As You Should Only Give That Out To Those Who Can Be Trusted,Hate Speech
To Post It On A Public Message Board Is Just Inviting Disaster,Normal Text
I See So Many Bite Me Way Fun Around My City It S Not Even Funny,Normal Text
Actually It Is Kind Of Funny Because If The Black Guy Sees Me Staring At Them He Will Try To Stare Me Down,Hate Speech
It Happened In Taco Bell Once And I Just Grinned At Him And He Turned Away,Normal Text
Why Is There An Exclusively Homosexual High School When You Do And T Even Go To School For Sex In The First Place,Normal Text
I Am Glad To See This Board Back In Action Whew,Normal Text
Oh And Happy Birthday From Michigan Us To Everyone On This Page Haha Haha,Normal Text
Laughing Out Loud Good Job Brother Points For The Over Humans And For The Sub Human Ape Creatures You Are Truly One Bad Motherfucker Whitey Cracker Man,Normal Text
Yeah I Thought So When I Saw An Episode They Had A Klansmen On There And He What A Slut Calling Jerry An Ing Jew Laughing Out Loud,Hate Speech
I Feel For You,Normal Text
This Is The Reason Certain Schools Down Here Where I Live Have A White Prom And A Black Prom,Normal Text
It Keeps It Simple,Normal Text
Ill Shave My Head When I Finally Get My Gcse Grades At Sea Or Above,Normal Text
Estimated Time Of Arrival Of Shaved Head Some Time In P,Normal Text
Well That S Good To Hear,Normal Text
I Noticed That That That What A Slut Your First Post,Normal Text
Welcome To Storefront The Largest White Nationalist Community On The Web,Normal Text
Good For You,Normal Text
I Never Started So I Do Not Have To Contend With The Addiction Been Drug Alcohol Sex Free My Whole Life,Normal Text
Well I Am Glad To Hear There Are More Youth In Our World And Let Us All Hope Those Muddy And Riggs Go To H E L,Normal Text
I Knew A Kid Down The Street Who What A Slut Homeschooled And He Did Not Act Like A Kid His Age Should,Hate Speech
But Maybe It What A Slut Just Him,Normal Text
The Only Where Are You Whatever Can Win Is By Opening The Eyes Of All Whites And Whatever Cannot Do It Softly Can Whatever,Normal Text
I Am Half An Hour From Pasadena Maybe Mins From The Valley I Am In The Inland Empire Near Ontario By The Interchange,Normal Text
Hey Everyone I Would Like To Get Together With Some People From My State That Are Like Me,Normal Text
Let Me Know If You Are From Ohio And Maybe Whatever Could Meet Up And Chat,Normal Text
My Family Is Falling Apart,Normal Text
I Hate It And I Feel Like I Ca And T Do Anything About It,Normal Text
I Ve Tried Everything Talking To My Parents About It But I Guess It S Their Choice To Get A Divorce If They Are And T Happy Together,Normal Text
Sorry For My Delay In Answering Been Working At A Summer Camp,Normal Text
I Am In Roxbury,Normal Text
Thanks For The E Mail And Addresses,Normal Text
I Have This Bad Habit Of Leaving Aol I Am On When I Am Not Actually Home So If I Do And T I Am You Back I Am Probably Not There And I Am Not Just Ignoring You Me Too,Normal Text
I Did Not Say They D Run But Race Mixing Will Eventually Take Over And America Will Be Majority Black Or Mixed Race Whites Will Be In The Minority Except For In Certain Republican Nationalist Areas,Normal Text
They Took The Action Of Screaming For Help And Getting Off The Bus,Normal Text
It S Not Like They Cheered On The Attacker Or Gave Him A Weapon Or Restrained The Victim,Normal Text
I Would Not Be Surprised If This Woman What A Slut Specifically Targeted By Local Jews From Her Town For This Abominable Treatment,Normal Text
They Must Have Trapped Her Somehow And Sent Her Through The Network To Israel,Hate Speech
God Save Her,Hate Speech
I Would Say That You Should Spread This Information To Your Friends And Family As Well As Send This Story To Other Internet Sites For Starters,Normal Text
I Do And T Know How True This Is But I Ve Heard To Pick Number Two For French Because They Speak Better English Than Picking One For English And Getting Who Knows What Pretending To Speak English,Normal Text
He S Too,Normal Text
A Tall Straight White Male With White Kids The Left Is Triggered No Doubt,Normal Text
Hope He Ll Stop All The Foreign Aid And Fund The Military More,Normal Text
I Would Never Join A Christian Group Or A Group That Would Allow Christians To Join,Normal Text
So My Interests In This Group Are Minimal,Normal Text
White Men And Women Who Have Many White Children And Teach Them To Be White Nationalist Do More For Our Because Than These Groups,Normal Text
Apparently He Came To The Conclusion That His French What A Slut Too Poor To Win Over Quebec And Thus He Felt Destined To Lose,Normal Text
Yeah You Can Count On It There Will Be A Lot Of People On The Streets That Day Protesting Against This Jew Government What Whatever Have Here,Normal Text
Hello All I Am Thinking Of Going To Europe In The Next Couple Of Weeks And Am I Trying To Decide Between Ireland And Eastern Europe,Normal Text
If I Go To The East Ill Definitely Go To Budapest Feel Free To Pm Me If You Want To Meet Up,Normal Text
Only If They Get Their Collective Heads Out Of The Punch Bowl And Wake Up To What S Going On In The World,Normal Text
Whites Are Far Too Comfortable Over Here Every Night Is Party Night So To Speak,Normal Text
Robbie Is Funny And I Have No Problems With Him,Normal Text
This Is Your Typical Afrikaans Music,Normal Text
Bobby Van Jaarsveld Kyk War Is Ons Nou Official Music Video Youtube Whatever Can All Have A Dance And Feel Good For A While,Normal Text
There Are Only Two Outspoken Artists Steve However And Suzette Bridges,Normal Text
I Like This Video Die Atwood Fatty Boom Boom Official Video Youtube Girl Dresses In Blackface Shows Africa Is Savage And Makes Fun Of Lady Gaga,Normal Text
I Ve Seen Interviews Of Them And They Seem Trashy,Normal Text
They All Smoke Like Crazy Especially The Girl With The Three Stooges Haircut,Normal Text
And Changing A Means Cool A K A Or Phrase To Something That Seems Less Confrontational Does Nothing To Help Those Of Us That Are Victims Of Anti Whites,Normal Text
It S Sad When The Stupid Petitions Get Filled In Weeks Like That One To Build The Death Star,Normal Text
It S Why They Do And T Take Real Ones Seriously,Normal Text
People Will Say That The Disease Whatever Brought Killed Most Of Them But Huge Numbers Of Them Died Of An Unknown Disease Before Columbus Came Into Contact With Them,Normal Text
Alex Jones Is Not Professional White He Is Trying To Take Anti White And Subvert It Back Into Anti Racism And Forced Racial Integration,Normal Text
He Is The Kind Of Anti White That Will Whine About Anti White Racism Instead Of Just Calling Them Anti White,Normal Text
His Commenters Drone On About How All Races Must All Stick Together,Normal Text
That Should Give You A Big Clue About His Goals,Normal Text
It Is Good That Anti White Is Working It S Where Are You Out Into The Mainstream Though,Normal Text
This Would Make Me Crazy If I Saw It In Person,Normal Text
The Sheer Disrespect Of Just Standing There And Making Her Clean Up Their Mess And Laughing About It,Normal Text
Wait When Did He Single You Out And Call You A Racist Do You Know Him Or Have Talk To Him In Person,Normal Text
Am I Missing Something Here,Normal Text
